Year,Month,Day,Rain(mm),PET(mm)
2009,2,18,0,1.956457188
2009,2,19,0.5,2.584082055
2009,2,20,16.5,2.997905602
2009,2,21,49.7,1.31296089
2009,2,22,4.9,0.791404025
2009,2,23,0,1.986653762
2009,2,24,0,2.740521495
2009,2,25,0,2.647133745
2009,2,26,1.3,3.246063721
2009,2,27,51,2.529501639
2009,2,28,24,1.287767988
2009,3,1,22.5,0.866600752
2009,3,2,1.5,1.143060131
2009,3,3,0.2,1.34945769
2009,3,4,0,2.898969453
2009,3,5,0,3.519476595
2009,3,6,0,4.916046735
2009,3,7,0,5.075297509
2009,3,8,0.4,4.561331459
2009,3,9,0.1,4.009066371
2009,3,10,0,2.590295377
2009,3,11,0,3.043059092
2009,3,12,0,3.0995287
2009,3,13,2.1,3.03307244
2009,3,14,1.4,2.630127835
2009,3,15,7.3,1.153094798
2009,3,16,0,2.56387042
2009,3,17,0,3.099555626
2009,3,18,0,3.104518022
2009,3,19,0,2.988995108
2009,3,20,0,3.09344288
2009,3,21,0,3.163593002
2009,3,22,0,3.615502629
2009,3,23,29,3.648742077
2009,3,24,11.3,3.764514982
2009,3,25,0,1.97871137
2009,3,26,0,3.333519303
2009,3,27,0.4,4.382251396
2009,3,28,0.7,2.938758924
2009,3,29,0,3.188974057
2009,3,30,0,2.973136213
2009,3,31,0,3.501105845
2009,4,1,0,4.009409268
2009,4,2,0,5.069371531
2009,4,3,0,3.755769098
2009,4,4,0,4.004275807
2009,4,5,0,4.488282105
2009,4,6,0,4.836464591
2009,4,7,0,4.141486558
2009,4,8,0.3,4.286544642
2009,4,9,0,2.400122106
2009,4,10,0,3.105836926
2009,4,11,0,3.964543271
2009,4,12,0,5.124337305
2009,4,13,0,5.363353963
2009,4,14,0,6.0615812
2009,4,15,0,6.903786781
2009,4,16,0.9,2.862986968
2009,4,17,0,3.388249575
2009,4,18,0,4.698970093
2009,4,19,0,6.128275052
2009,4,20,0,6.512584814
2009,4,21,0,5.929130898
2009,4,22,0,6.64529478
2009,4,23,0,5.842711319
2009,4,24,0,3.08389014
2009,4,25,0,4.014888427
2009,4,26,0,4.752356175
2009,4,27,0,4.996951132
2009,4,28,0,5.078750549
2009,4,29,0,5.503343355
2009,4,30,0,5.676030436
2009,5,1,0,4.270752267
2009,5,2,0,4.005227127
2009,5,3,0,3.408192861
2009,5,4,0,7.240487577
2009,5,5,0,5.22761554
2009,5,6,0,4.787055901
2009,5,7,0,4.312758547
2009,5,8,0,3.872046682
2009,5,9,0,3.286301576
2009,5,10,0,3.734581397
2009,5,11,0,4.780966283
2009,5,12,0,5.681298951
2009,5,13,0,6.295802065
2009,5,14,0,5.697512692
2009,5,15,0,6.258755384
2009,5,16,0,6.891824613
2009,5,17,0,7.79151325
2009,5,18,0,7.699986774
2009,5,19,0,7.45196935
2009,5,20,0,6.220250369
2009,5,21,0,6.221016509
2009,5,22,0,6.026646418
2009,5,23,0,6.401070979
2009,5,24,0,4.550087324
2009,5,25,0,4.962979713
2009,5,26,0,5.993888457
2009,5,27,0,4.675439579
2009,5,28,0,6.084469892
2009,5,29,0,6.419311623
2009,5,30,0,6.874663598
2009,5,31,0,6.161825927
2009,6,1,0,7.087094935
2009,6,2,0,7.443203681
2009,6,3,0,8.071790622
2009,6,4,0,7.879499561
2009,6,5,0,7.803729294
2009,6,6,0,6.548767267
2009,6,7,0,6.868940327
2009,6,8,0,7.190045492
2009,6,9,0,6.975801977
2009,6,10,0,7.052669561
2009,6,11,0,7.910411594
2009,6,12,0,7.078116664
2009,6,13,0,7.253011163
2009,6,14,0,7.100600342
2009,6,15,0,7.014131689
2009,6,16,0,6.018131609
2009,6,17,0,6.453297992
2009,6,18,0,6.345765659
2009,6,19,0,7.350973674
2009,6,20,0,7.638095799
2009,6,21,0,7.052298964
2009,6,22,0,7.543802928
2009,6,23,0,7.671860403
2009,6,24,0,7.85048855
2009,6,25,0,7.418842946
2009,6,26,0,7.010955547
2009,6,27,0,5.819725536
2009,6,28,0,6.086643837
2009,6,29,0,6.970490881
2009,6,30,0,8.993032167
2009,7,1,0,9.697215666
2009,7,2,0,9.822081118
2009,7,3,0,7.073345748
2009,7,4,0,5.728686024
2009,7,5,0,5.038909116
2009,7,6,0,5.276135286
2009,7,7,0,5.980694853
2009,7,8,0,6.10245172
2009,7,9,0,6.436720908
2009,7,10,0,6.900618293
2009,7,11,0,7.435610795
2009,7,12,0,7.828113465
2009,7,13,0,7.607169211
2009,7,14,0,6.792360232
2009,7,15,0,5.724773709
2009,7,16,0,6.333558396
2009,7,17,0,6.646916744
2009,7,18,0,6.93046579
2009,7,19,0,6.569372703
2009,7,20,0,7.173626572
2009,7,21,0,6.813839195
2009,7,22,0,7.075756664
2009,7,23,0,6.982258875
2009,7,24,0,7.407661752
2009,7,25,0,7.171300235
2009,7,26,0,7.255036919
2009,7,27,0,7.937561635
2009,7,28,0,8.042825614
2009,7,29,0,6.66543516
2009,7,30,0,6.333203429
2009,7,31,0,6.198736052
2009,8,1,0,6.157203528
2009,8,2,0,6.903467463
2009,8,3,0,6.974093876
2009,8,4,0,6.818915258
2009,8,5,0,6.828031462
2009,8,6,0,6.764564268
2009,8,7,0,7.235001266
2009,8,8,0.1,6.275600907
2009,8,9,0,5.040819598
2009,8,10,0,5.475204326
2009,8,11,0,5.46709361
2009,8,12,0,6.06672584
2009,8,13,0,6.466429972
2009,8,14,0,5.97736207
2009,8,15,0,6.124137114
2009,8,16,0,6.050330625
2009,8,17,0,6.279881912
2009,8,18,0,5.732400685
2009,8,19,0,6.143775187
2009,8,20,0,6.40112692
2009,8,21,0,6.298864331
2009,8,22,0,6.475153558
2009,8,23,0,5.850286411
2009,8,24,0,5.998926679
2009,8,25,0,5.85626743
2009,8,26,0,5.790865933
2009,8,27,0,5.611249793
2009,8,28,0,5.232649907
2009,8,29,0,5.515779033
2009,8,30,0,5.227809417
2009,8,31,0,5.744085415
2009,9,1,0,5.50228972
2009,9,2,0,5.400357396
2009,9,3,0,5.283272925
2009,9,4,0,4.847891741
2009,9,5,0,4.823987906
2009,9,6,0,4.625139883
2009,9,7,0,4.920625293
2009,9,8,0,5.078454907
2009,9,9,0,5.274235341
2009,9,10,0,5.145449176
2009,9,11,0,5.181470392
2009,9,12,0,6.074044415
2009,9,13,0,4.555088428
2009,9,14,0,4.609278784
2009,9,15,0,5.00607504
2009,9,16,0,4.616914654
2009,9,17,0,4.205994732
2009,9,18,0,4.813872534
2009,9,19,1.4,5.135698517
2009,9,20,1.3,3.407773576
2009,9,21,0,3.948833517
2009,9,22,0,4.679785749
2009,9,23,0,4.747266794
2009,9,24,0,5.539450269
2009,9,25,0,5.270580478
2009,9,26,0,5.293539199
2009,9,27,0,5.307137643
2009,9,28,0,4.395942795
2009,9,29,0,3.862124814
2009,9,30,0,4.7507679
2009,10,1,0,4.549834798
2009,10,2,0,4.524828396
2009,10,3,0,4.890610848
2009,10,4,0,4.796564607
2009,10,5,0,5.354212266
2009,10,6,2.7,3.590702834
2009,10,7,0,3.158392119
2009,10,8,0,4.181530616
2009,10,9,0,4.020839683
2009,10,10,0,4.64822394
2009,10,11,0,4.814533292
2009,10,12,0,4.900412912
2009,10,13,0,3.930140635
2009,10,14,0,3.696699531
2009,10,15,0,4.088425922
2009,10,16,0,3.87034545
2009,10,17,0,4.138663274
2009,10,18,0,5.381357274
2009,10,19,0,4.889311815
2009,10,20,0,4.128536255
2009,10,21,0,4.155472833
2009,10,22,0,3.464859276
2009,10,23,0,3.759559808
2009,10,24,0,3.472024392
2009,10,25,0,4.266332531
2009,10,26,0.1,4.757449563
2009,10,27,0,4.36555313
2009,10,28,0,3.612513065
2009,10,29,2.8,3.251156129
2009,10,30,10.6,2.334688014
2009,10,31,0,2.008735377
2009,11,1,0,2.658256762
2009,11,2,29.5,3.033231555
2009,11,3,7.8,1.372982957
2009,11,4,0,2.627483602
2009,11,5,0,2.54684501
2009,11,6,0,3.312119148
2009,11,7,0,5.028678154
2009,11,8,0,4.063733227
2009,11,9,0,2.813695794
2009,11,10,0,2.389672852
2009,11,11,0,2.668969497
2009,11,12,0,2.555217953
2009,11,13,0.6,1.788400207
2009,11,14,0,2.119742971
2009,11,15,0,2.172766718
2009,11,16,3.1,1.981654244
2009,11,17,5.3,1.526913767
2009,11,18,0,1.911919681
2009,11,19,0,1.866761884
2009,11,20,0,2.104031189
2009,11,21,0,2.260978128
2009,11,22,0,2.549134199
2009,11,23,0,3.13137874
2009,11,24,1.9,2.90820059
2009,11,25,0.1,1.446705266
2009,11,26,0,1.336859417
2009,11,27,0,1.989270486
2009,11,28,0,1.855413406
2009,11,29,0,1.655796413
2009,11,30,0,1.381767897
2009,12,1,0,2.310636258
2009,12,2,0,3.708769275
2009,12,3,0,2.713940785
2009,12,4,0,1.571117093
2009,12,5,0,1.673433217
2009,12,6,0,2.179675871
2009,12,7,1.2,1.960967897
2009,12,8,1,1.254161474
2009,12,9,0.1,0.984073715
2009,12,10,0,1.33177221
2009,12,11,0,1.2402075
2009,12,12,0,2.051867626
2009,12,13,0,2.460115748
2009,12,14,0,1.629415873
2009,12,15,0,1.908194623
2009,12,16,0,2.401067899
2009,12,17,39.8,3.677838342
2009,12,18,5.5,1.366397903
2009,12,19,0,2.416807324
2009,12,20,0,2.4931385
2009,12,21,0.5,2.835015599
2009,12,22,0,2.840156709
2009,12,23,0,1.582403516
2009,12,24,0,1.72192555
2009,12,25,0,1.695921997
2009,12,26,0,1.529668178
2009,12,27,0,1.773661735
2009,12,28,0,1.97164428
2009,12,29,4.5,2.903069735
2009,12,30,7.7,0.903481787
2009,12,31,0,1.257045837
2010,1,1,0,1.924759633
2010,1,2,0,4.558694073
2010,1,3,0,2.961360692
2010,1,4,0,2.099633092
2010,1,5,0,1.424080662
2010,1,6,0,3.148406259
2010,1,7,0,3.82272674
2010,1,8,0,3.722690356
2010,1,9,0,4.031266734
2010,1,10,0,4.503159448
2010,1,11,0,4.235467524
2010,1,12,0,1.978382513
2010,1,13,0,2.158570181
2010,1,14,0,2.785353356
2010,1,15,0,3.099342691
2010,1,16,0,3.840845826
2010,1,17,42,3.217395002
2010,1,18,36.5,0.705773598
2010,1,19,0.7,1.331362589
2010,1,20,1.2,1.069902304
2010,1,21,0,1.548577328
2010,1,22,0,2.737099414
2010,1,23,0,3.118094714
2010,1,24,26.3,2.447847553
2010,1,25,5.3,1.242379407
2010,1,26,0.1,0.768592914
2010,1,27,0,2.735830925
2010,1,28,0,4.133459665
2010,1,29,0,3.918692531
2010,1,30,0,3.999317785
2010,1,31,0,2.850496676
2010,2,1,0,2.327434444
2010,2,2,0,3.109358227
2010,2,3,33.8,1.319871445
2010,2,4,5.4,1.770857889
2010,2,5,9.1,0.7299953
2010,2,6,0,2.442111937
2010,2,7,0,3.158484201
2010,2,8,0,3.142058438
2010,2,9,0,3.417618129
2010,2,10,0,3.450678363
2010,2,11,0,4.524887537
2010,2,12,0,3.815566172
2010,2,13,0,3.62368301
2010,2,14,0,5.639761058
2010,2,15,0,4.747694666
2010,2,16,0,5.538786451
2010,2,17,0,3.527374478
2010,2,18,0,4.490171784
2010,2,19,0,3.640803393
2010,2,20,0,3.98285479
2010,2,21,0.1,5.239419048
2010,2,22,0,3.222770069
2010,2,23,0,3.56057224
2010,2,24,0,2.686614124
2010,2,25,63.7,2.006541789
2010,2,26,79.4,0.552952343
2010,2,27,4.7,1.162579825
2010,2,28,48.3,1.930466411
2010,3,1,0.3,1.734942685
2010,3,2,0,3.79323422
2010,3,3,0,4.053235478
2010,3,4,0,3.013737903
2010,3,5,0,4.993091726
2010,3,6,0,3.972776123
2010,3,7,0,4.55048634
2010,3,8,0,6.77272049
2010,3,9,0,6.519306414
2010,3,10,0,5.547914386
2010,3,11,0,7.266043101
2010,3,12,0,7.580100746
2010,3,13,0,6.894683645
2010,3,14,0,7.310779326
2010,3,15,0,7.965221078
2010,3,16,0,2.797003394
2010,3,17,2.5,4.550844562
2010,3,18,2.1,3.69365295
2010,3,19,0,3.379150735
2010,3,20,0,3.886091522
2010,3,21,0,4.943496665
2010,3,22,0,5.810971114
2010,3,23,0,4.761490708
2010,3,24,0,3.726800905
2010,3,25,0,3.494826257
2010,3,26,2.9,2.038657683
2010,3,27,0.9,1.21552152
2010,3,28,0,4.530478408
2010,3,29,0,4.730718391
2010,3,30,0,4.861817941
2010,3,31,0,5.305824227
2010,4,1,0,6.620642655
2010,4,2,0,5.649388619
2010,4,3,0,7.862902718
2010,4,4,0,5.080312441
2010,4,5,0,4.448613329
2010,4,6,0,5.53835982
2010,4,7,0,4.414855203
2010,4,8,0,3.456393288
2010,4,9,0,4.630818903
2010,4,10,0,5.766195263
2010,4,11,0,7.571408485
2010,4,12,0,3.744472718
2010,4,13,0,4.945655352
2010,4,14,0,5.387332265
2010,4,15,0,6.186493299
2010,4,16,0,6.486431038
2010,4,17,0,5.708454274
2010,4,18,0,6.803089171
2010,4,19,0,7.692834581
2010,4,20,0,7.326395604
2010,4,21,0,5.364831724
2010,4,22,2,2.718110624
2010,4,23,0,4.541670122
2010,4,24,0,6.055845246
2010,4,25,0,7.343831763
2010,4,26,0,7.198278218
2010,4,27,0,7.270366195
2010,4,28,0,4.610223678
2010,4,29,0.2,4.608604967
2010,4,30,0,2.64738322
2010,5,1,2.7,4.879930315
2010,5,2,0,3.349094558
2010,5,3,0,5.777424175
2010,5,4,0,7.344895932
2010,5,5,0,7.823655747
2010,5,6,0,8.035391881
2010,5,7,0,7.808290238
2010,5,8,0,8.773289625
2010,5,9,0,8.058684875
2010,5,10,0,9.132423428
2010,5,11,0,6.48583662
2010,5,12,0,7.769973939
2010,5,13,0,8.22477197
2010,5,14,0,8.57736236
2010,5,15,0,9.24950576
2010,5,16,0,8.51528732
2010,5,17,0,8.196604461
2010,5,18,0,5.782445099
2010,5,19,0,5.92390031
2010,5,20,0,5.471950678
2010,5,21,0,6.680824254
2010,5,22,0,8.334333588
2010,5,23,0,5.384761096
2010,5,24,0,5.866679321
2010,5,25,0,7.706293716
2010,5,26,0,8.61308559
2010,5,27,0,6.975725595
2010,5,28,0,6.212081149
2010,5,29,0,6.055567898
2010,5,30,0,7.756013926
2010,5,31,0,8.661497684
2010,6,1,0,8.821258398
2010,6,2,0,9.436110766
2010,6,3,0,7.315532311
2010,6,4,0,7.69748607
2010,6,5,0,6.505582381
2010,6,6,0,7.844344323
2010,6,7,0,8.519377203
2010,6,8,0,6.224026869
2010,6,9,0,5.91351092
2010,6,10,0,6.953136141
2010,6,11,0,8.288807463
2010,6,12,0,7.573243116
2010,6,13,0,7.122909549
2010,6,14,0,7.221788116
2010,6,15,0,7.316339989
2010,6,16,0,8.321563065
2010,6,17,0,9.179296424
2010,6,18,0,8.837104871
2010,6,19,0,9.021476797
2010,6,20,0,9.296827817
2010,6,21,0,10.0501958
2010,6,22,0,10.76642295
2010,6,23,0,7.943094134
2010,6,24,0,7.162287766
2010,6,25,0,5.180359883
2010,6,26,0,5.885328486
2010,6,27,0,6.26112697
2010,6,28,0,7.808389262
2010,6,29,0,8.96422503
2010,6,30,0,7.320177785
2010,7,1,0,6.943051838
2010,7,2,0,7.344722667
2010,7,3,0,7.290562762
2010,7,4,0,8.426905647
2010,7,5,0,8.463473107
2010,7,6,0,8.383389903
2010,7,7,0,8.667829279
2010,7,8,0,7.789054442
2010,7,9,0,7.798105757
2010,7,10,0,7.298435548
2010,7,11,0,7.067310399
2010,7,12,0,7.941925932
2010,7,13,0,8.474422225
2010,7,14,0,7.970651556
2010,7,15,0,7.683858472
2010,7,16,0,7.861267003
2010,7,17,0,7.93072327
2010,7,18,0,8.271977232
2010,7,19,0,7.632992032
2010,7,20,0,7.630406731
2010,7,21,0,6.630180323
2010,7,22,0,7.215427394
2010,7,23,0,7.353135725
2010,7,24,0,6.608695027
2010,7,25,0,7.736757019
2010,7,26,0,8.580026789
2010,7,27,0,8.774230918
2010,7,28,0,6.429676591
2010,7,29,0,6.902621361
2010,7,30,0,7.105665248
2010,7,31,0,7.251623368
2010,8,1,0,7.524275406
2010,8,2,0,8.524321354
2010,8,3,0,7.965320136
2010,8,4,0,7.241186917
2010,8,5,0,9.513833206
2010,8,6,0,8.809158449
2010,8,7,0,9.271178066
2010,8,8,0,7.800096189
2010,8,9,0,7.42832435
2010,8,10,0,7.063011977
2010,8,11,0,7.445927527
2010,8,12,0,7.098556717
2010,8,13,0,6.977190847
2010,8,14,0,6.764735146
2010,8,15,0,6.856765386
2010,8,16,0,7.269381785
2010,8,17,0,8.661337995
2010,8,18,0,8.77546172
2010,8,19,0,9.922774766
2010,8,20,0,8.840019733
2010,8,21,0,7.862788195
2010,8,22,0,7.519392025
2010,8,23,0,7.178177482
2010,8,24,0,7.569380831
2010,8,25,0,6.792362357
2010,8,26,0,6.663152069
2010,8,27,0,6.66949103
2010,8,28,0,7.641784694
2010,8,29,0,7.553746911
2010,8,30,0,7.087670589
2010,8,31,0,6.66073658
2010,9,1,0,5.924659057
2010,9,2,0,4.899026047
2010,9,3,0,6.644196625
2010,9,4,0,7.327099422
2010,9,5,0,7.036014905
2010,9,6,0,6.883177143
2010,9,7,0,6.300263562
2010,9,8,0,6.127704416
2010,9,9,0,7.324912595
2010,9,10,0,7.233014095
2010,9,11,0,6.709967434
2010,9,12,0,6.729106284
2010,9,13,0,5.752932091
2010,9,14,0,5.508903065
2010,9,15,0,6.456876154
2010,9,16,0,6.37311412
2010,9,17,0,3.37631188
2010,9,18,0,3.789747279
2010,9,19,0,4.881360435
2010,9,20,0,5.754719686
2010,9,21,0,5.034911023
2010,9,22,0,4.642078841
2010,9,23,0,4.412822945
2010,9,24,0,6.643546759
2010,9,25,0,5.747379358
2010,9,26,0,6.566729369
2010,9,27,0,7.839478996
2010,9,28,0,7.840166066
2010,9,29,0,6.317974264
2010,9,30,0,7.599324877
2010,10,1,0,7.359197834
2010,10,2,0,6.581504388
2010,10,3,0,6.766140828
2010,10,4,0,5.785409067
2010,10,5,0,5.16074411
2010,10,6,0,5.205003148
2010,10,7,0,4.9355095
2010,10,8,0.5,4.098424908
2010,10,9,0.2,3.386343741
2010,10,10,0,4.7700617
2010,10,11,0,5.000720856
2010,10,12,0,5.221141067
2010,10,13,0,5.750467577
2010,10,14,0,6.23486903
2010,10,15,0,7.368410217
2010,10,16,0,6.325265953
2010,10,17,0,6.522661505
2010,10,18,0,6.074612204
2010,10,19,0,6.709519457
2010,10,20,0,8.007162306
2010,10,21,0,5.626775304
2010,10,22,0,3.975705945
2010,10,23,0,3.99973138
2010,10,24,0,4.304054486
2010,10,25,0,3.95392849
2010,10,26,0,4.203321184
2010,10,27,0,4.840441084
2010,10,28,0,6.639003426
2010,10,29,2.4,2.983683758
2010,10,30,1.2,1.946735907
2010,10,31,0,3.727802636
2010,11,1,0,3.309274955
2010,11,2,0,4.190451408
2010,11,3,0,5.824300766
2010,11,4,0,6.814349892
2010,11,5,0,5.775297141
2010,11,6,0,5.23042976
2010,11,7,0,4.507835971
2010,11,8,0,4.012075488
2010,11,9,0,4.792641492
2010,11,10,0,5.063324521
2010,11,11,0,4.993216542
2010,11,12,0,4.228344415
2010,11,13,0,4.541281847
2010,11,14,0,6.244070938
2010,11,15,0,6.271507188
2010,11,16,0,5.285280537
2010,11,17,0,4.440644265
2010,11,18,0,5.166107125
2010,11,19,0,5.907322231
2010,11,20,0,4.870381236
2010,11,21,0,3.704293324
2010,11,22,0,3.302687177
2010,11,23,0,3.079860002
2010,11,24,0,3.618101261
2010,11,25,0,3.727617378
2010,11,26,0,3.876571874
2010,11,27,0,4.756996612
2010,11,28,0,4.611623448
2010,11,29,0,5.426329394
2010,11,30,0,4.786957069
2010,12,1,0,5.197286483
2010,12,2,0,5.755831701
2010,12,3,0,6.267902319
2010,12,4,0,5.801374385
2010,12,5,0.8,4.669989476
2010,12,6,3.9,0.920897477
2010,12,7,0,1.593055871
2010,12,8,0,3.024429531
2010,12,9,0,3.174243308
2010,12,10,0,2.265621556
2010,12,11,1.6,2.935672768
2010,12,12,36.2,2.535882325
2010,12,13,7.7,1.201825246
2010,12,14,0,2.864127558
2010,12,15,0,3.510741865
2010,12,16,0,3.883709769
2010,12,17,0,3.72462037
2010,12,18,0,2.723600485
2010,12,19,0,2.849954401
2010,12,20,0,3.255598358
2010,12,21,0,3.881514232
2010,12,22,0,3.4350061
2010,12,23,0,2.969662385
2010,12,24,0,2.609585599
2010,12,25,0,2.809485469
2010,12,26,0,3.970431854
2010,12,27,0,4.88000404
2010,12,28,0,4.907947029
2010,12,29,0,3.375417555
2010,12,30,6.7,2.090863571
2010,12,31,22,1.006884801
2011,1,1,0.1,1.210446152
2011,1,2,0,2.294365472
2011,1,3,0,2.452282077
2011,1,4,0,1.286954053
2011,1,5,0,2.032046086
2011,1,6,0,1.450032256
2011,1,7,5.2,2.110494358
2011,1,8,3.6,1.504349118
2011,1,9,0,1.602865694
2011,1,10,0.8,1.973536346
2011,1,11,0,1.443406225
2011,1,12,0,3.053638462
2011,1,13,0,3.373924725
2011,1,14,1.2,2.463010337
2011,1,15,1,0.97878473
2011,1,16,0,1.392567765
2011,1,17,0,3.070692332
2011,1,18,0,2.631847716
2011,1,19,0,2.742326458
2011,1,20,0,3.048757239
2011,1,21,0,3.569603691
2011,1,22,0,3.144174785
2011,1,23,0,2.696606431
2011,1,24,0,3.063453663
2011,1,25,0,2.3931898
2011,1,26,0,2.372599623
2011,1,27,0,3.647125543
2011,1,28,4.8,3.299733426
2011,1,29,5.4,3.1104386
2011,1,30,36,0.701330289
2011,1,31,11.6,1.109869124
2011,2,1,4.6,0.825344983
2011,2,2,0,1.837600414
2011,2,3,0.6,1.63411893
2011,2,4,17.4,0.897727798
2011,2,5,0.1,0.992148799
2011,2,6,1.2,2.325267281
2011,2,7,2.8,2.186885061
2011,2,8,0.2,1.622065804
2011,2,9,0.8,1.484465405
2011,2,10,3.8,0.909942752
2011,2,11,1.4,1.599474688
2011,2,12,0.2,1.739053971
2011,2,13,0.8,2.035566853
2011,2,14,0.1,2.827774523
2011,2,15,0.4,3.974826968
2011,2,16,6.6,2.430038074
2011,2,17,0,2.810799386
2011,2,18,0,3.794506779
2011,2,19,0,5.53196855
2011,2,20,26,3.065833269
2011,2,21,0.1,2.061118501
2011,2,22,0,3.401469751
2011,2,23,0,4.502690656
2011,2,24,0,4.228128432
2011,2,25,0,4.012046793
2011,2,26,0,3.579173692
2011,2,27,0,3.615469876
2011,2,28,0,3.455993855
2011,3,1,0,3.173204534
2011,3,2,0,3.941523238
2011,3,3,0,4.814632692
2011,3,4,0,4.877991835
2011,3,5,0,4.478365258
2011,3,6,0,4.652533044
2011,3,7,0,3.883430022
2011,3,8,0,3.359071786
2011,3,9,5.1,2.594349557
2011,3,10,22.1,0.74143321
2011,3,11,0.1,1.306450415
2011,3,12,0,2.749308472
2011,3,13,0,3.438262233
2011,3,14,0,4.41440255
2011,3,15,0,5.911276377
2011,3,16,0,7.20958224
2011,3,17,0,7.196666151
2011,3,18,0,6.749909938
2011,3,19,0,3.582740776
2011,3,20,1.3,4.437304824
2011,3,21,0,3.90599372
2011,3,22,18,2.484363761
2011,3,23,4.5,1.291182152
2011,3,24,16.5,1.579611216
2011,3,25,2.5,2.192117665
2011,3,26,0,3.91886969
2011,3,27,0,5.07004145
2011,3,28,0,4.382179927
2011,3,29,0,4.052466284
2011,3,30,0,6.027186427
2011,3,31,0,6.809806093
2011,4,1,0,7.015643488
2011,4,2,0,5.610496873
2011,4,3,6,4.431342409
2011,4,4,11.1,1.570506504
2011,4,5,2.4,2.218015931
2011,4,6,0,2.898488867
2011,4,7,0,4.85682952
2011,4,8,0,5.452327252
2011,4,9,0,3.117491016
2011,4,10,0,4.99316382
2011,4,11,0,5.424614648
2011,4,12,0,3.678809287
2011,4,13,0,4.151478344
2011,4,14,0,5.978011922
2011,4,15,0,6.436111937
2011,4,16,0,7.495489292
2011,4,17,0,8.508650659
2011,4,18,0,9.382466306
2011,4,19,0,6.199542445
2011,4,20,0,4.736894882
2011,4,21,0,3.249149225
2011,4,22,2.6,3.069463179
2011,4,23,0,3.752632402
2011,4,24,0,5.816498364
2011,4,25,0,4.97021128
2011,4,26,0,5.588056738
2011,4,27,0,6.736632449
2011,4,28,4.6,4.362786572
2011,4,29,1.4,5.102315401
2011,4,30,3.5,2.815941462
2011,5,1,0,4.916487027
2011,5,2,0,7.297958579
2011,5,3,0,6.19333855
2011,5,4,0,6.291684822
2011,5,5,0,7.080454663
2011,5,6,0.6,5.657382613
2011,5,7,0,4.559632752
2011,5,8,0,4.347391741
2011,5,9,0,5.952878069
2011,5,10,0,6.024524367
2011,5,11,0,6.637405721
2011,5,12,0,6.455634626
2011,5,13,0,4.577997076
2011,5,14,0.4,3.060496796
2011,5,15,0,3.251220645
2011,5,16,0,7.117610692
2011,5,17,0,7.209710747
2011,5,18,0,5.084709976
2011,5,19,0,7.103399654
2011,5,20,0,7.722700964
2011,5,21,0,7.364680368
2011,5,22,0,7.37958316
2011,5,23,0,7.23871883
2011,5,24,0,7.141547389
2011,5,25,0,7.584876997
2011,5,26,0,7.686932496
2011,5,27,0.8,8.613530467
2011,5,28,1.6,6.570034194
2011,5,29,0,5.726975594
2011,5,30,0,6.516322225
2011,5,31,0,7.252505894
2011,6,1,0,6.591326747
2011,6,2,0,6.182416619
2011,6,3,0,7.191389462
2011,6,4,0,7.617620491
2011,6,5,0,7.150275547
2011,6,6,0,6.789026386
2011,6,7,0,7.486506927
2011,6,8,0,8.170014828
2011,6,9,0,8.629276369
2011,6,10,0,8.743956935
2011,6,11,0,7.508175518
2011,6,12,0,6.465716328
2011,6,13,0,5.168582946
2011,6,14,0,5.16481517
2011,6,15,0,7.190172518
2011,6,16,0,7.457607579
2011,6,17,0,7.018323303
2011,6,18,0,6.722602198
2011,6,19,0,6.942197895
2011,6,20,0,6.993420642
2011,6,21,0,7.83836331
2011,6,22,0,8.301148947
2011,6,23,0,8.594242527
2011,6,24,0,8.126454612
2011,6,25,0,8.29646033
2011,6,26,0,7.668808796
2011,6,27,0,7.071719062
2011,6,28,0,7.224901476
2011,6,29,0,6.538875904
2011,6,30,0,6.585577838
2011,7,1,0,7.055222626
2011,7,2,0,7.293015988
2011,7,3,0,7.974402791
2011,7,4,0,8.278540198
2011,7,5,0,8.092191131
2011,7,6,0,8.511356477
2011,7,7,0,7.48295517
2011,7,8,0,8.6143887
2011,7,9,0,9.223636465
2011,7,10,0,9.106277641
2011,7,11,0,9.179943222
2011,7,12,0,9.086858521
2011,7,13,0,8.520274233
2011,7,14,0,8.815518922
2011,7,15,0,8.781539853
2011,7,16,0,7.861697266
2011,7,17,0,8.018565735
2011,7,18,0,8.039318198
2011,7,19,0,8.376404336
2011,7,20,0,9.154858652
2011,7,21,0,8.922780774
2011,7,22,0,8.292745778
2011,7,23,0,7.374400722
2011,7,24,0,6.808504358
2011,7,25,0,8.293545421
2011,7,26,0,8.845763229
2011,7,27,0,8.112962221
2011,7,28,0,8.045549359
2011,7,29,0,8.432948782
2011,7,30,0,9.464771554
2011,7,31,0,8.481191784
2011,8,1,0,7.450101721
2011,8,2,0,7.518060608
2011,8,3,0,7.68308275
2011,8,4,0,7.486036187
2011,8,5,0,7.200167873
2011,8,6,0,7.082813864
2011,8,7,0,7.323436763
2011,8,8,0,7.495666171
2011,8,9,0,6.816607799
2011,8,10,0,7.106982002
2011,8,11,0,7.603038883
2011,8,12,0,7.474633499
2011,8,13,0,5.972370452
2011,8,14,0,5.221672063
2011,8,15,0,7.402412648
2011,8,16,0,6.702805836
2011,8,17,0,6.837987105
2011,8,18,0,6.584648123
2011,8,19,0,6.706267456
2011,8,20,0,7.714462587
2011,8,21,0,7.420986438
2011,8,22,0,8.08330045
2011,8,23,0,7.829194381
